0.00 -2.6116 -0.0628
0.01 -2.6342 -0.0839
0.02 -2.6559 -0.1037
0.03 -2.6770 -0.1225
0.04 -2.6973 -0.1402
0.05 -2.7169 -0.1568
0.06 -2.7359 -0.1726
0.07 -2.7544 -0.1874
0.08 -2.7723 -0.2014
0.09 -2.7897 -0.2147
0.10 -2.8066 -0.2272
0.11 -2.8231 -0.2390
0.12 -2.8392 -0.2502
0.13 -2.8549 -0.2608
0.14 -2.8702 -0.2708
0.15 -2.8852 -0.2803
0.16 -2.8999 -0.2893
0.17 -2.9143 -0.2978
0.18 -2.9284 -0.3059
0.19 -2.9423 -0.3136
0.20 -2.9559 -0.3209
0.21 -2.9693 -0.3278
0.22 -2.9825 -0.3344
0.23 -2.9956 -0.3406
0.24 -3.0084 -0.3466
0.25 -3.0211 -0.3523
0.26 -3.0336 -0.3577
0.27 -3.0460 -0.3629
0.28 -3.0582 -0.3678
0.29 -3.0704 -0.3726
0.30 -3.0824 -0.3771
0.31 -3.0943 -0.3814
0.32 -3.1061 -0.3856
0.33 -3.1179 -0.3896
0.34 -3.1295 -0.3934
0.35 -3.1411 -0.3971
0.36 -3.1527 -0.4006
0.37 -3.1641 -0.4041
0.38 -3.1755 -0.4074
0.39 -3.1869 -0.4105
0.40 -3.1982 -0.4136
0.41 -3.2095 -0.4166
0.42 -3.2208 -0.4195
0.43 -3.2320 -0.4223
0.44 -3.2432 -0.4250
0.45 -3.2543 -0.4277
0.46 -3.2655 -0.4302
0.47 -3.2766 -0.4327
0.48 -3.2877 -0.4352
0.49 -3.2989 -0.4376
0.50 -3.3100 -0.4399
0.51 -3.3211 -0.4422
0.52 -3.3322 -0.4444
0.53 -3.3433 -0.4466
0.54 -3.3544 -0.4488
0.55 -3.3655 -0.4509
0.56 -3.3766 -0.4529
0.57 -3.3877 -0.4550
0.58 -3.3989 -0.4570
0.59 -3.4100 -0.4590
0.60 -3.4212 -0.4609
0.61 -3.4323 -0.4629
0.62 -3.4435 -0.4648
0.63 -3.4547 -0.4667
0.64 -3.4659 -0.4686
0.65 -3.4772 -0.4704
0.66 -3.4885 -0.4722
0.67 -3.4997 -0.4741
0.68 -3.5110 -0.4759
0.69 -3.5224 -0.4777
0.70 -3.5337 -0.4794
0.71 -3.5451 -0.4812
0.72 -3.5565 -0.4830
0.73 -3.5679 -0.4847
0.74 -3.5794 -0.4865
0.75 -3.5909 -0.4882
0.76 -3.6024 -0.4899
0.77 -3.6139 -0.4917
0.78 -3.6255 -0.4934
0.79 -3.6371 -0.4951
0.80 -3.6487 -0.4968
0.81 -3.6604 -0.4985
0.82 -3.6721 -0.5002
0.83 -3.6838 -0.5019
0.84 -3.6956 -0.5036
0.85 -3.7074 -0.5053
0.86 -3.7192 -0.5070
0.87 -3.7310 -0.5087
0.88 -3.7429 -0.5104
0.89 -3.7549 -0.5121
0.90 -3.7668 -0.5138
0.91 -3.7788 -0.5155
0.92 -3.7908 -0.5172
0.93 -3.8029 -0.5189
0.94 -3.8150 -0.5206
0.95 -3.8271 -0.5223
0.96 -3.8393 -0.5241
0.97 -3.8515 -0.5258
0.98 -3.8638 -0.5275
0.99 -3.8760 -0.5292
0,00 -0,0198 0,9703
0,01 -0,0389 0,9413
0,02 -0,0574 0,9130
0,03 -0,0754 0,8854
0,04 -0,0929 0,8584
0,05 -0,1098 0,8320
0,06 -0,1262 0,8063
0,07 -0,1420 0,7811
0,08 -0,1574 0,7566
0,09 -0,1723 0,7326
0,10 -0,1867 0,7092
0,11 -0,2007 0,6863
0,12 -0,2142 0,6640
0,13 -0,2272 0,6422
