0.00 -2.6563 -0.1043
0.01 -2.6976 -0.1406
0.02 -2.7362 -0.1729
0.03 -2.7725 -0.2018
0.04 -2.8068 -0.2275
0.05 -2.8393 -0.2504
0.06 -2.8703 -0.2710
0.07 -2.9000 -0.2894
0.08 -2.9285 -0.3060
0.09 -2.9560 -0.3209
0.10 -2.9826 -0.3344
0.11 -3.0084 -0.3466
0.12 -3.0336 -0.3577
0.13 -3.0582 -0.3679
0.14 -3.0824 -0.3771
0.15 -3.1061 -0.3856
0.16 -3.1295 -0.3934
0.17 -3.1526 -0.4006
0.18 -3.1755 -0.4073
0.19 -3.1982 -0.4136
0.20 -3.2207 -0.4195
0.21 -3.2431 -0.4250
0.22 -3.2655 -0.4302
0.23 -3.2877 -0.4352
0.24 -3.3099 -0.4399
0.25 -3.3321 -0.4444
0.26 -3.3544 -0.4487
0.27 -3.3766 -0.4529
0.28 -3.3988 -0.4570
0.29 -3.4211 -0.4609
0.30 -3.4435 -0.4648
0.31 -3.4659 -0.4685
0.32 -3.4884 -0.4722
0.33 -3.5110 -0.4759
0.34 -3.5337 -0.4794
0.35 -3.5565 -0.4830
0.36 -3.5794 -0.4865
0.37 -3.6024 -0.4899
0.38 -3.6255 -0.4934
0.39 -3.6487 -0.4968
0.40 -3.6721 -0.5002
0.41 -3.6955 -0.5036
0.42 -3.7192 -0.5070
0.43 -3.7429 -0.5104
0.44 -3.7668 -0.5138
0.45 -3.7908 -0.5172
0.46 -3.8150 -0.5206
0.47 -3.8393 -0.5240
0.48 -3.8637 -0.5275
0.49 -3.8883 -0.5309
0.50 -3.9131 -0.5344
0.51 -3.9380 -0.5378
0.52 -3.9631 -0.5413
0.53 -3.9883 -0.5448
0.54 -4.0136 -0.5483
0.55 -4.0392 -0.5518
0.56 -4.0648 -0.5553
0.57 -4.0907 -0.5589
0.58 -4.1167 -0.5625
0.59 -4.1428 -0.5661
0.60 -4.1692 -0.5697
0.61 -4.1957 -0.5733
0.62 -4.2223 -0.5770
0.63 -4.2492 -0.5807
0.64 -4.2762 -0.5844
0.65 -4.3033 -0.5881
0.66 -4.3307 -0.5918
0.67 -4.3582 -0.5956
0.68 -4.3859 -0.5994
0.69 -4.4138 -0.6032
0.70 -4.4418 -0.6070
0.71 -4.4700 -0.6109
0.72 -4.4984 -0.6148
0.73 -4.5270 -0.6187
0.74 -4.5558 -0.6226
0.75 -4.5847 -0.6266
0.76 -4.6138 -0.6306
0.77 -4.6432 -0.6346
0.78 -4.6726 -0.6386
0.79 -4.7023 -0.6427
0.80 -4.7322 -0.6468
0.81 -4.7623 -0.6509
0.82 -4.7925 -0.6550
0.83 -4.8230 -0.6592
0.84 -4.8536 -0.6634
0.85 -4.8844 -0.6676
0.86 -4.9155 -0.6718
0.87 -4.9467 -0.6761
0.88 -4.9781 -0.6804
0.89 -5.0097 -0.6847
0.90 -5.0416 -0.6891
0.91 -5.0736 -0.6934
0.92 -5.1058 -0.6978
0.93 -5.1383 -0.7023
0.94 -5.1709 -0.7067
0.95 -5.2038 -0.7112
0.96 -5.2368 -0.7157
0.97 -5.2701 -0.7203
0.98 -5.3036 -0.7249
0.99 -5.3372 -0.7295
0,00 -1,4653 -0,2523
0,01 -1,4701 -0,2229
0,02 -1,4742 -0,1935
0,03 -1,4778 -0,1640
0,04 -1,4808 -0,1344
0,05 -1,4832 -0,1047
0,06 -1,4850 -0,0751
