30,50,100,200
0.0097,0.0119,0.0374,0.1313
0.0099,0.0097,0.0160,0.0111
0.0097,0.0162,0.0143,0.0420
0.0114,0.0110,0.0198,0.0217
0.0098,0.0097,0.0098,0.0372
0.0098,0.0097,0.0130,0.0980
0.0097,0.0098,0.0113,0.0138
0.0097,0.0102,0.0119,0.0519
0.0167,0.0098,0.0139,0.0482
0.0098,0.0097,0.0143,0.0380
