0.1,0.3,0.6,0.9
0.0097,0.0294,0.0123,0.0442
0.0097,0.0097,0.0098,0.0782
0.0097,0.0098,0.0100,0.0783
0.0097,0.0101,0.0138,0.0380
0.0097,0.0117,0.0100,0.0799
0.0097,0.0099,0.0235,0.0678
0.0782,0.0101,0.0097,0.0788
0.0097,0.0112,0.0118,0.0649
0.0097,0.0098,0.0109,0.1178
0.0097,0.0097,0.0201,0.1015
